sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO70828,GL-H102-L,19197,20131115,20131122,20131127,24,1,24
SO70829,BK-M68S-46,20590,20131115,20131122,20131127,2320,1,2320
SO70829,FE-6654,20590,20131115,20131122,20131127,22,1,22
SO70829,PK-7098,20590,20131115,20131122,20131127,2,1,2
SO70830,BK-R79Y-48,26231,20131115,20131122,20131127,1701,1,1701
SO70830,TT-R982,26231,20131115,20131122,20131127,4,1,4
SO70830,TI-R628,26231,20131115,20131122,20131127,25,1,25
SO70830,HL-U509-R,26231,20131115,20131122,20131127,35,1,35
SO70831,BK-R79Y-40,26816,20131115,20131122,20131127,1701,1,1701
SO70831,HL-U509,26816,20131115,20131122,20131127,35,1,35
SO70832,SJ-0194-S,29329,20131115,20131122,20131127,54,1,54
SO70833,LJ-0192-L,11847,20131115,20131122,20131127,50,1,50
SO70834,TI-R982,25202,20131115,20131122,20131127,33,1,33
SO70834,TT-R982,25202,20131115,20131122,20131127,4,1,4
SO70835,WB-H098,21286,20131115,20131122,20131127,5,1,5
SO70835,BC-M005,21286,20131115,20131122,20131127,10,1,10
SO70835,SJ-0194-M,21286,20131115,20131122,20131127,54,1,54
SO70836,SH-W890-L,18892,20131115,20131122,20131127,70,1,70
SO70837,SH-W890-M,20333,20131115,20131122,20131127,70,1,70
SO70838,WB-H098,17164,20131115,20131122,20131127,5,1,5
SO70838,CL-9009,17164,20131115,20131122,20131127,8,1,8
SO70839,TI-M602,21069,20131115,20131122,20131127,30,1,30
SO70839,TT-M928,21069,20131115,20131122,20131127,5,1,5
SO70839,HL-U509-R,21069,20131115,20131122,20131127,35,1,35
SO70840,VE-C304-S,23948,20131115,20131122,20131127,64,1,64
SO70840,WB-H098,23948,20131115,20131122,20131127,5,1,5
SO70841,TT-R982,26875,20131115,20131122,20131127,4,1,4
SO70841,TI-R092,26875,20131115,20131122,20131127,21,1,21
SO70841,HL-U509-B,26875,20131115,20131122,20131127,35,1,35
SO70842,TI-T723,22696,20131115,20131122,20131127,29,1,29
SO70842,TT-T092,22696,20131115,20131122,20131127,5,1,5
SO70842,HL-U509-B,22696,20131115,20131122,20131127,35,1,35
SO70843,TT-T092,27779,20131115,20131122,20131127,5,1,5
SO70843,HL-U509-B,27779,20131115,20131122,20131127,35,1,35
SO70844,TT-T092,15686,20131115,20131122,20131127,5,1,5
SO70844,HL-U509,15686,20131115,20131122,20131127,35,1,35
SO70845,TT-T092,12831,20131115,20131122,20131127,5,1,5
SO70845,HL-U509,12831,20131115,20131122,20131127,35,1,35
SO70846,TI-M823,11276,20131115,20131122,20131127,35,1,35
SO70846,TT-M928,11276,20131115,20131122,20131127,5,1,5
SO70847,HL-U509-R,12224,20131115,20131122,20131127,35,1,35
SO70847,LJ-0192-M,12224,20131115,20131122,20131127,50,1,50
SO70848,BK-M18B-48,19991,20131115,20131122,20131127,540,1,540
SO70848,FE-6654,19991,20131115,20131122,20131127,22,1,22
SO70848,HL-U509-B,19991,20131115,20131122,20131127,35,1,35
SO70849,BK-M68B-42,17470,20131115,20131122,20131127,2295,1,2295
SO70849,TI-M823,17470,20131115,20131122,20131127,35,1,35
SO70850,BK-M38S-42,15314,20131115,20131122,20131127,769,1,769
SO70850,BC-M005,15314,20131115,20131122,20131127,10,1,10
SO70850,CA-1098,15314,20131115,20131122,20131127,9,1,9
SO70850,WB-H098,15314,20131115,20131122,20131127,5,1,5
SO70851,BK-M38S-38,15291,20131115,20131122,20131127,769,1,769
SO70851,SH-W890-M,15291,20131115,20131122,20131127,70,1,70
SO70851,LJ-0192-S,15291,20131115,20131122,20131127,50,1,50
SO70852,BK-M68B-38,17008,20131115,20131122,20131127,2295,1,2295
SO70852,FE-6654,17008,20131115,20131122,20131127,22,1,22
SO70853,BK-M68B-46,17010,20131115,20131122,20131127,2295,1,2295
SO70853,TT-M928,17010,20131115,20131122,20131127,5,1,5
SO70853,TI-M823,17010,20131115,20131122,20131127,35,1,35
SO70853,LJ-0192-L,17010,20131115,20131122,20131127,50,1,50
SO70854,BK-M68S-42,17363,20131115,20131122,20131127,2320,1,2320
SO70854,FE-6654,17363,20131115,20131122,20131127,22,1,22
SO70855,BK-M68S-46,17393,20131115,20131122,20131127,2320,1,2320
SO70855,FE-6654,17393,20131115,20131122,20131127,22,1,22
SO70855,HY-1023-70,17393,20131115,20131122,20131127,55,1,55
SO70855,CL-9009,17393,20131115,20131122,20131127,8,1,8
SO70856,BK-T44U-50,25683,20131115,20131122,20131127,1215,1,1215
SO70856,TI-T723,25683,20131115,20131122,20131127,29,1,29
SO70856,TT-T092,25683,20131115,20131122,20131127,5,1,5
SO70856,PK-7098,25683,20131115,20131122,20131127,2,1,2
SO70857,BK-T79U-46,25452,20131115,20131122,20131127,2384,1,2384
SO70858,BK-R19B-52,25927,20131115,20131122,20131127,540,1,540
SO70858,TT-R982,25927,20131115,20131122,20131127,4,1,4
SO70858,TI-R092,25927,20131115,20131122,20131127,21,1,21
SO70858,CL-9009,25927,20131115,20131122,20131127,8,1,8
SO70859,BK-M38S-38,15266,20131115,20131122,20131127,769,1,769
SO70859,TI-M602,15266,20131115,20131122,20131127,30,1,30
SO70859,TT-M928,15266,20131115,20131122,20131127,5,1,5
SO70859,GL-H102-L,15266,20131115,20131122,20131127,24,1,24
SO70859,HL-U509-B,15266,20131115,20131122,20131127,35,1,35
SO70860,BK-M68B-38,15732,20131115,20131122,20131127,2295,1,2295
SO70860,BC-M005,15732,20131115,20131122,20131127,10,1,10
SO70861,BK-T79Y-54,28065,20131115,20131122,20131127,2384,1,2384
SO70861,HL-U509,28065,20131115,20131122,20131127,35,1,35
SO70862,BK-R19B-48,27634,20131115,20131122,20131127,540,1,540
SO70862,TI-R092,27634,20131115,20131122,20131127,21,1,21
SO70862,TT-R982,27634,20131115,20131122,20131127,4,1,4
SO70862,PK-7098,27634,20131115,20131122,20131127,2,1,2
SO70863,BK-R79Y-40,17595,20131115,20131122,20131127,1701,1,1701
SO70863,HL-U509-B,17595,20131115,20131122,20131127,35,1,35
SO70863,LJ-0192-L,17595,20131115,20131122,20131127,50,1,50
SO70864,BK-R79Y-44,18589,20131115,20131122,20131127,1701,1,1701
SO70864,BC-R205,18589,20131115,20131122,20131127,9,1,9
SO70864,WB-H098,18589,20131115,20131122,20131127,5,1,5
SO70864,SJ-0194-S,18589,20131115,20131122,20131127,54,1,54
SO70865,BK-R79Y-42,18609,20131115,20131122,20131127,1701,1,1701
SO70865,HL-U509-B,18609,20131115,20131122,20131127,35,1,35
SO70865,LJ-0192-M,18609,20131115,20131122,20131127,50,1,50
SO70866,BK-R64Y-38,25465,20131115,20131122,20131127,1120,1,1120
SO70866,HL-U509-R,25465,20131115,20131122,20131127,35,1,35
SO70867,BK-R19B-48,25460,20131115,20131122,20131127,540,1,540
SO70867,WB-H098,25460,20131115,20131122,20131127,5,1,5
SO70867,BC-R205,25460,20131115,20131122,20131127,9,1,9
SO70868,BK-R19B-58,24022,20131115,20131122,20131127,540,1,540
SO70868,TI-R092,24022,20131115,20131122,20131127,21,1,21
SO70869,BK-R19B-48,25450,20131115,20131122,20131127,540,1,540
SO70869,TT-R982,25450,20131115,20131122,20131127,4,1,4
SO70869,TI-R092,25450,20131115,20131122,20131127,21,1,21
SO70869,PK-7098,25450,20131115,20131122,20131127,2,1,2
SO70870,BK-T18U-44,11035,20131115,20131122,20131127,742,1,742
SO70870,WB-H098,11035,20131115,20131122,20131127,5,1,5
SO70870,BC-R205,11035,20131115,20131122,20131127,9,1,9
SO70871,BK-T18U-62,14672,20131115,20131122,20131127,742,1,742
SO70871,WB-H098,14672,20131115,20131122,20131127,5,1,5
SO70871,BC-R205,14672,20131115,20131122,20131127,9,1,9
SO70872,BK-R79Y-48,22518,20131115,20131122,20131127,1701,1,1701
SO70872,HL-U509,22518,20131115,20131122,20131127,35,1,35
SO70873,BK-R79Y-42,22592,20131116,20131123,20131128,1701,1,1701
SO70873,SJ-0194-S,22592,20131116,20131123,20131128,54,1,54
SO70874,TI-R628,15607,20131116,20131123,20131128,25,1,25
SO70874,TT-R982,15607,20131116,20131123,20131128,4,1,4
SO70875,FE-6654,19092,20131116,20131123,20131128,22,1,22
SO70875,SJ-0194-L,19092,20131116,20131123,20131128,54,1,54
SO70876,CA-1098,28220,20131116,20131123,20131128,9,1,9
SO70876,TT-T092,28220,20131116,20131123,20131128,5,1,5
SO70877,TT-T092,28925,20131116,20131123,20131128,5,1,5
SO70877,PK-7098,28925,20131116,20131123,20131128,2,1,2
SO70878,BK-R89B-58,16552,20131116,20131123,20131128,2443,1,2443
SO70878,TI-R982,16552,20131116,20131123,20131128,33,1,33
SO70878,TT-R982,16552,20131116,20131123,20131128,4,1,4
SO70878,VE-C304-L,16552,20131116,20131123,20131128,64,1,64
SO70879,BK-M68B-46,17648,20131116,20131123,20131128,2295,1,2295
SO70879,BC-M005,17648,20131116,20131123,20131128,10,1,10
SO70879,WB-H098,17648,20131116,20131123,20131128,5,1,5
SO70879,HL-U509,17648,20131116,20131123,20131128,35,1,35
SO70880,BK-M68B-46,19916,20131116,20131123,20131128,2295,1,2295
SO70880,BC-M005,19916,20131116,20131123,20131128,10,1,10
SO70880,WB-H098,19916,20131116,20131123,20131128,5,1,5
SO70880,CA-1098,19916,20131116,20131123,20131128,9,1,9
SO70880,HL-U509-R,19916,20131116,20131123,20131128,35,1,35
SO70881,BK-M68S-38,12826,20131116,20131123,20131128,2320,1,2320
SO70881,FE-6654,12826,20131116,20131123,20131128,22,1,22
SO70881,WB-H098,12826,20131116,20131123,20131128,5,1,5
SO70881,BC-M005,12826,20131116,20131123,20131128,10,1,10
SO70882,BK-M68B-46,19070,20131116,20131123,20131128,2295,1,2295
SO70882,BC-M005,19070,20131116,20131123,20131128,10,1,10
SO70883,BK-M18S-40,19263,20131116,20131123,20131128,565,1,565
SO70883,FE-6654,19263,20131116,20131123,20131128,22,1,22
SO70884,BK-R79Y-44,22535,20131116,20131123,20131128,1701,1,1701
SO70884,LJ-0192-M,22535,20131116,20131123,20131128,50,1,50
SO70885,TT-R982,27374,20131116,20131123,20131128,4,1,4
SO70885,PK-7098,27374,20131116,20131123,20131128,2,1,2
SO70886,TI-M267,26323,20131116,20131123,20131128,25,1,25
SO70886,PK-7098,26323,20131116,20131123,20131128,2,1,2
SO70887,TI-T723,27200,20131116,20131123,20131128,29,1,29
SO70887,TT-T092,27200,20131116,20131123,20131128,5,1,5
SO70887,PK-7098,27200,20131116,20131123,20131128,2,1,2
SO70888,TT-M928,23705,20131116,20131123,20131128,5,1,5
SO70888,TI-M602,23705,20131116,20131123,20131128,30,1,30
SO70888,HL-U509-B,23705,20131116,20131123,20131128,35,1,35
SO70888,GL-H102-L,23705,20131116,20131123,20131128,24,1,24
SO70889,TI-M602,23448,20131116,20131123,20131128,30,1,30
SO70889,PK-7098,23448,20131116,20131123,20131128,2,1,2
SO70890,BC-M005,21736,20131116,20131123,20131128,10,1,10
SO70890,HL-U509,21736,20131116,20131123,20131128,35,1,35
SO70890,LJ-0192-L,21736,20131116,20131123,20131128,50,1,50
SO70891,BC-M005,13290,20131116,20131123,20131128,10,1,10
SO70891,WB-H098,13290,20131116,20131123,20131128,5,1,5
SO70891,CL-9009,13290,20131116,20131123,20131128,8,1,8
SO70892,SH-W890-M,27403,20131116,20131123,20131128,70,1,70
SO70892,CA-1098,27403,20131116,20131123,20131128,9,1,9
SO70892,SJ-0194-X,27403,20131116,20131123,20131128,54,1,54
SO70893,SH-W890-S,15878,20131116,20131123,20131128,70,1,70
SO70893,CA-1098,15878,20131116,20131123,20131128,9,1,9
SO70894,CA-1098,18576,20131116,20131123,20131128,9,1,9
SO70894,SH-W890-S,18576,20131116,20131123,20131128,70,1,70
SO70895,SH-W890-S,18660,20131116,20131123,20131128,70,1,70
SO70896,WB-H098,18455,20131116,20131123,20131128,5,1,5
SO70896,HL-U509,18455,20131116,20131123,20131128,35,1,35
SO70896,GL-H102-L,18455,20131116,20131123,20131128,24,1,24
SO70897,WB-H098,12964,20131116,20131123,20131128,5,1,5
SO70898,SH-W890-M,27436,20131116,20131123,20131128,70,1,70
SO70898,GL-H102-L,27436,20131116,20131123,20131128,24,1,24
SO70899,TT-M928,14663,20131116,20131123,20131128,5,1,5
SO70899,BC-M005,14663,20131116,20131123,20131128,10,1,10
SO70899,WB-H098,14663,20131116,20131123,20131128,5,1,5
SO70899,HL-U509,14663,20131116,20131123,20131128,35,1,35
SO70899,LJ-0192-S,14663,20131116,20131123,20131128,50,1,50
SO70900,FE-6654,19847,20131116,20131123,20131128,22,1,22
SO70901,WB-H098,22453,20131116,20131123,20131128,5,1,5
SO70901,HL-U509-B,22453,20131116,20131123,20131128,35,1,35
SO70902,TI-R092,28552,20131116,20131123,20131128,21,1,21
SO70903,TI-T723,14983,20131116,20131123,20131128,29,1,29
SO70903,TT-T092,14983,20131116,20131123,20131128,5,1,5
SO70903,PK-7098,14983,20131116,20131123,20131128,2,1,2
SO70904,TI-T723,26925,20131116,20131123,20131128,29,1,29
SO70904,TT-T092,26925,20131116,20131123,20131128,5,1,5
SO70904,PK-7098,26925,20131116,20131123,20131128,2,1,2
SO70905,TT-T092,16601,20131116,20131123,20131128,5,1,5
SO70905,PK-7098,16601,20131116,20131123,20131128,2,1,2
SO70906,TI-M823,11268,20131116,20131123,20131128,35,1,35
SO70906,FE-6654,11268,20131116,20131123,20131128,22,1,22
SO70906,HL-U509-B,11268,20131116,20131123,20131128,35,1,35
SO70907,TI-M823,11703,20131116,20131123,20131128,35,1,35
SO70907,PK-7098,11703,20131116,20131123,20131128,2,1,2
SO70908,BC-M005,12629,20131116,20131123,20131128,10,1,10
SO70908,CA-1098,12629,20131116,20131123,20131128,9,1,9
SO70908,HL-U509-R,12629,20131116,20131123,20131128,35,1,35
SO70909,BC-M005,13588,20131116,20131123,20131128,10,1,10
SO70909,WB-H098,13588,20131116,20131123,20131128,5,1,5
SO70910,LJ-0192-X,12564,20131116,20131123,20131128,50,1,50
SO70910,GL-H102-L,12564,20131116,20131123,20131128,24,1,24
SO70911,BK-R89B-48,16365,20131116,20131123,20131128,2443,1,2443
SO70911,TT-R982,16365,20131116,20131123,20131128,4,1,4
SO70911,TI-R982,16365,20131116,20131123,20131128,33,1,33
SO70911,PK-7098,16365,20131116,20131123,20131128,2,1,2
SO70911,CL-9009,16365,20131116,20131123,20131128,8,1,8
SO70912,BK-M68S-42,17441,20131116,20131123,20131128,2320,1,2320
SO70912,FE-6654,17441,20131116,20131123,20131128,22,1,22
SO70912,SJ-0194-L,17441,20131116,20131123,20131128,54,1,54
SO70912,CA-1098,17441,20131116,20131123,20131128,9,1,9
SO70913,BK-M38S-46,15284,20131116,20131123,20131128,769,1,769
SO70913,FE-6654,15284,20131116,20131123,20131128,22,1,22
SO70913,HL-U509,15284,20131116,20131123,20131128,35,1,35
SO70913,LJ-0192-L,15284,20131116,20131123,20131128,50,1,50
SO70913,GL-H102-L,15284,20131116,20131123,20131128,24,1,24
SO70914,BK-M68B-38,13711,20131116,20131123,20131128,2295,1,2295
SO70914,FE-6654,13711,20131116,20131123,20131128,22,1,22
SO70914,VE-C304-M,13711,20131116,20131123,20131128,64,1,64
SO70915,BK-M68S-42,18961,20131116,20131123,20131128,2320,1,2320
SO70915,BC-M005,18961,20131116,20131123,20131128,10,1,10
SO70915,WB-H098,18961,20131116,20131123,20131128,5,1,5
SO70915,HL-U509-R,18961,20131116,20131123,20131128,35,1,35
SO70916,BK-T79Y-54,17203,20131116,20131123,20131128,2384,1,2384
SO70916,WB-H098,17203,20131116,20131123,20131128,5,1,5
SO70916,BC-R205,17203,20131116,20131123,20131128,9,1,9
SO70916,CL-9009,17203,20131116,20131123,20131128,8,1,8
SO70917,BK-R79Y-40,24459,20131116,20131123,20131128,1701,1,1701
SO70917,SJ-0194-S,24459,20131116,20131123,20131128,54,1,54
SO70917,GL-H102-S,24459,20131116,20131123,20131128,24,1,24
SO70918,BK-R79Y-42,24366,20131116,20131123,20131128,1701,1,1701
SO70919,BK-R64Y-48,27586,20131116,20131123,20131128,1120,1,1120
SO70920,BK-R89B-44,21946,20131116,20131123,20131128,2443,1,2443
SO70920,TI-R982,21946,20131116,20131123,20131128,33,1,33
SO70920,PK-7098,21946,20131116,20131123,20131128,2,1,2
SO70921,BK-M18B-48,12584,20131116,20131123,20131128,540,1,540
SO70921,FE-6654,12584,20131116,20131123,20131128,22,1,22
SO70922,BK-M18S-48,18202,20131116,20131123,20131128,565,1,565
SO70923,BK-M18B-42,18203,20131116,20131123,20131128,540,1,540
SO70923,SJ-0194-S,18203,20131116,20131123,20131128,54,1,54
SO70924,BK-T18Y-50,11168,20131116,20131123,20131128,742,1,742
SO70924,HL-U509,11168,20131116,20131123,20131128,35,1,35
SO70925,BK-T79U-46,27663,20131116,20131123,20131128,2384,1,2384
SO70925,HL-U509-B,27663,20131116,20131123,20131128,35,1,35
SO70925,LJ-0192-M,27663,20131116,20131123,20131128,50,1,50
SO70926,BK-R19B-58,23845,20131116,20131123,20131128,540,1,540
SO70926,BC-R205,23845,20131116,20131123,20131128,9,1,9
SO70926,WB-H098,23845,20131116,20131123,20131128,5,1,5
SO70926,SJ-0194-X,23845,20131116,20131123,20131128,54,1,54
SO70927,BK-R79Y-48,17654,20131116,20131123,20131128,1701,1,1701
SO70927,LJ-0192-X,17654,20131116,20131123,20131128,50,1,50
SO70927,SO-R809-M,17654,20131116,20131123,20131128,9,1,9
SO70928,BK-R79Y-42,18646,20131116,20131123,20131128,1701,1,1701
SO70928,HL-U509,18646,20131116,20131123,20131128,35,1,35
SO70929,BK-R79Y-48,18567,20131116,20131123,20131128,1701,1,1701
SO70930,BK-R79Y-48,18568,20131116,20131123,20131128,1701,1,1701
SO70930,TI-R628,18568,20131116,20131123,20131128,25,1,25
SO70930,TT-R982,18568,20131116,20131123,20131128,4,1,4
SO70930,PK-7098,18568,20131116,20131123,20131128,2,1,2
SO70931,BK-R79Y-40,18597,20131116,20131123,20131128,1701,1,1701
SO70931,HL-U509-R,18597,20131116,20131123,20131128,35,1,35
SO70931,GL-H102-M,18597,20131116,20131123,20131128,24,1,24
SO70932,BK-R79Y-48,18598,20131116,20131123,20131128,1701,1,1701
SO70933,BK-R64Y-38,20883,20131116,20131123,20131128,1120,1,1120
SO70933,TI-R628,20883,20131116,20131123,20131128,25,1,25
SO70933,TT-R982,20883,20131116,20131123,20131128,4,1,4
SO70934,BK-R64Y-44,25510,20131116,20131123,20131128,1120,1,1120
SO70934,BC-R205,25510,20131116,20131123,20131128,9,1,9
SO70934,WB-H098,25510,20131116,20131123,20131128,5,1,5
SO70934,GL-H102-M,25510,20131116,20131123,20131128,24,1,24
SO70934,SJ-0194-X,25510,20131116,20131123,20131128,54,1,54
SO70935,BK-R19B-52,27175,20131116,20131123,20131128,540,1,540
SO70935,TT-R982,27175,20131116,20131123,20131128,4,1,4
SO70935,TI-R092,27175,20131116,20131123,20131128,21,1,21
SO70936,BK-T44U-50,14261,20131116,20131123,20131128,1215,1,1215
SO70936,HL-U509-R,14261,20131116,20131123,20131128,35,1,35
SO70937,BK-T44U-54,13112,20131116,20131123,20131128,1215,1,1215
SO70937,HL-U509-R,13112,20131116,20131123,20131128,35,1,35
SO70937,GL-H102-L,13112,20131116,20131123,20131128,24,1,24
SO70938,BK-R79Y-42,22468,20131116,20131123,20131128,1701,1,1701
SO70939,BK-R79Y-42,19256,20131116,20131123,20131128,1701,1,1701
SO70939,HL-U509-R,19256,20131116,20131123,20131128,35,1,35
SO70940,BK-R19B-44,27974,20131116,20131123,20131128,540,1,540
SO70940,WB-H098,27974,20131116,20131123,20131128,5,1,5
SO70940,BC-R205,27974,20131116,20131123,20131128,9,1,9
SO70941,BK-R79Y-44,22536,20131117,20131124,20131129,1701,1,1701
SO70941,LJ-0192-S,22536,20131117,20131124,20131129,50,1,50
SO70941,GL-H102-M,22536,20131117,20131124,20131129,24,1,24
SO70942,TI-R628,14674,20131117,20131124,20131129,25,1,25
SO70942,TT-R982,14674,20131117,20131124,20131129,4,1,4
SO70942,VE-C304-S,14674,20131117,20131124,20131129,64,1,64
SO70943,TT-R982,15149,20131117,20131124,20131129,4,1,4
SO70943,TI-R628,15149,20131117,20131124,20131129,25,1,25
SO70944,TT-M928,13995,20131117,20131124,20131129,5,1,5
SO70944,TI-M267,13995,20131117,20131124,20131129,25,1,25
SO70945,TI-M602,17245,20131117,20131124,20131129,30,1,30
SO70945,SO-R809-M,17245,20131117,20131124,20131129,9,1,9
SO70946,TI-M602,21392,20131117,20131124,20131129,30,1,30
SO70947,TI-M602,16614,20131117,20131124,20131129,30,1,30
SO70947,PK-7098,16614,20131117,20131124,20131129,2,1,2
SO70948,TI-M602,15253,20131117,20131124,20131129,30,1,30
SO70948,TT-M928,15253,20131117,20131124,20131129,5,1,5
SO70948,HL-U509,15253,20131117,20131124,20131129,35,1,35
SO70949,TI-R092,19604,20131117,20131124,20131129,21,1,21
SO70949,PK-7098,19604,20131117,20131124,20131129,2,1,2
SO70950,TI-M823,21965,20131117,20131124,20131129,35,1,35
SO70950,TT-M928,21965,20131117,20131124,20131129,5,1,5
SO70950,HL-U509-R,21965,20131117,20131124,20131129,35,1,35
SO70950,GL-H102-S,21965,20131117,20131124,20131129,24,1,24
SO70951,TT-R982,18741,20131117,20131124,20131129,4,1,4
SO70951,TI-R092,18741,20131117,20131124,20131129,21,1,21
SO70951,HL-U509-B,18741,20131117,20131124,20131129,35,1,35
SO70952,PK-7098,18294,20131117,20131124,20131129,2,1,2
SO70953,BK-R89B-48,15094,20131117,20131124,20131129,2443,1,2443
SO70953,RA-H123,15094,20131117,20131124,20131129,120,1,120
SO70954,BK-M68B-38,14778,20131117,20131124,20131129,2295,1,2295
SO70954,WB-H098,14778,20131117,20131124,20131129,5,1,5
SO70954,BC-M005,14778,20131117,20131124,20131129,10,1,10
SO70954,HL-U509,14778,20131117,20131124,20131129,35,1,35
SO70955,BK-M68S-46,19944,20131117,20131124,20131129,2320,1,2320
SO70955,PK-7098,19944,20131117,20131124,20131129,2,1,2
SO70956,BK-M18B-48,16253,20131117,20131124,20131129,540,1,540
SO70957,BK-R79Y-40,19285,20131117,20131124,20131129,1701,1,1701
SO70957,LJ-0192-L,19285,20131117,20131124,20131129,50,1,50
SO70958,PK-7098,16497,20131117,20131124,20131129,2,1,2
SO70959,TI-R982,25377,20131117,20131124,20131129,33,1,33
SO70960,TI-R982,24679,20131117,20131124,20131129,33,1,33
SO70960,TT-R982,24679,20131117,20131124,20131129,4,1,4
SO70960,HL-U509,24679,20131117,20131124,20131129,35,1,35
SO70961,WB-H098,21290,20131117,20131124,20131129,5,1,5
SO70961,BC-M005,21290,20131117,20131124,20131129,10,1,10
SO70961,CA-1098,21290,20131117,20131124,20131129,9,1,9
SO70962,SH-W890-S,18970,20131117,20131124,20131129,70,1,70
SO70962,VE-C304-S,18970,20131117,20131124,20131129,64,1,64
SO70963,SH-W890-M,18830,20131117,20131124,20131129,70,1,70
SO70963,LJ-0192-L,18830,20131117,20131124,20131129,50,1,50
SO70964,SH-W890-M,20311,20131117,20131124,20131129,70,1,70
SO70964,LJ-0192-S,20311,20131117,20131124,20131129,50,1,50
SO70965,WB-H098,17684,20131117,20131124,20131129,5,1,5
SO70966,TT-M928,15159,20131117,20131124,20131129,5,1,5
SO70966,PK-7098,15159,20131117,20131124,20131129,2,1,2
SO70967,FE-6654,14837,20131117,20131124,20131129,22,1,22
SO70967,BC-M005,14837,20131117,20131124,20131129,10,1,10
SO70967,HL-U509,14837,20131117,20131124,20131129,35,1,35
SO70967,LJ-0192-M,14837,20131117,20131124,20131129,50,1,50
SO70968,FE-6654,16825,20131117,20131124,20131129,22,1,22
SO70968,WB-H098,16825,20131117,20131124,20131129,5,1,5
SO70968,GL-H102-L,16825,20131117,20131124,20131129,24,1,24
SO70968,BC-M005,16825,20131117,20131124,20131129,10,1,10
SO70969,SH-W890-S,13673,20131117,20131124,20131129,70,1,70
SO70969,GL-H102-S,13673,20131117,20131124,20131129,24,1,24
SO70970,TI-M602,22811,20131117,20131124,20131129,30,1,30
SO70970,TT-M928,22811,20131117,20131124,20131129,5,1,5
SO70971,WB-H098,20939,20131117,20131124,20131129,5,1,5
SO70971,SO-R809-M,20939,20131117,20131124,20131129,9,1,9
SO70972,TI-T723,11389,20131117,20131124,20131129,29,1,29
SO70972,TT-T092,11389,20131117,20131124,20131129,5,1,5
SO70972,HL-U509-R,11389,20131117,20131124,20131129,35,1,35
SO70973,TT-R982,19484,20131117,20131124,20131129,4,1,4
SO70973,HL-U509-B,19484,20131117,20131124,20131129,35,1,35
SO70974,TI-T723,13544,20131117,20131124,20131129,29,1,29
SO70974,TT-T092,13544,20131117,20131124,20131129,5,1,5
SO70974,HL-U509-B,13544,20131117,20131124,20131129,35,1,35
SO70975,TI-T723,13609,20131117,20131124,20131129,29,1,29
SO70975,TT-T092,13609,20131117,20131124,20131129,5,1,5
SO70975,HY-1023-70,13609,20131117,20131124,20131129,55,1,55
SO70976,TI-T723,27320,20131117,20131124,20131129,29,1,29
SO70976,TT-T092,27320,20131117,20131124,20131129,5,1,5
SO70977,TT-T092,15075,20131117,20131124,20131129,5,1,5
SO70978,TI-M823,14363,20131117,20131124,20131129,35,1,35
SO70978,TT-M928,14363,20131117,20131124,20131129,5,1,5
SO70978,HL-U509-B,14363,20131117,20131124,20131129,35,1,35
SO70978,VE-C304-M,14363,20131117,20131124,20131129,64,1,64
SO70979,TI-M823,12425,20131117,20131124,20131129,35,1,35
SO70979,TT-M928,12425,20131117,20131124,20131129,5,1,5
SO70979,LJ-0192-S,12425,20131117,20131124,20131129,50,1,50
SO70980,FE-6654,12455,20131117,20131124,20131129,22,1,22
SO70981,TI-M823,12175,20131117,20131124,20131129,35,1,35
SO70982,BC-M005,12663,20131117,20131124,20131129,10,1,10
SO70982,WB-H098,12663,20131117,20131124,20131129,5,1,5
SO70982,SJ-0194-S,12663,20131117,20131124,20131129,54,1,54
SO70983,CA-1098,12626,20131117,20131124,20131129,9,1,9
SO70984,FE-6654,18826,20131117,20131124,20131129,22,1,22
SO70984,WB-H098,18826,20131117,20131124,20131129,5,1,5
SO70984,BC-M005,18826,20131117,20131124,20131129,10,1,10
SO70984,HL-U509-B,18826,20131117,20131124,20131129,35,1,35
SO70984,GL-H102-L,18826,20131117,20131124,20131129,24,1,24
SO70985,BK-M68S-38,17582,20131117,20131124,20131129,2320,1,2320
SO70985,BC-M005,17582,20131117,20131124,20131129,10,1,10
SO70985,WB-H098,17582,20131117,20131124,20131129,5,1,5
SO70985,VE-C304-M,17582,20131117,20131124,20131129,64,1,64
SO70986,BK-M68B-46,18067,20131117,20131124,20131129,2295,1,2295
SO70986,VE-C304-M,18067,20131117,20131124,20131129,64,1,64
SO70986,FE-6654,18067,20131117,20131124,20131129,22,1,22
SO70987,BK-M68S-38,17537,20131117,20131124,20131129,2320,1,2320
SO70988,BK-M68S-38,17545,20131117,20131124,20131129,2320,1,2320
SO70988,FE-6654,17545,20131117,20131124,20131129,22,1,22
SO70989,BK-M68S-42,17580,20131117,20131124,20131129,2320,1,2320
SO70989,HL-U509-R,17580,20131117,20131124,20131129,35,1,35
SO70989,LJ-0192-L,17580,20131117,20131124,20131129,50,1,50
SO70990,BK-M38S-38,15256,20131117,20131124,20131129,769,1,769
SO70990,SH-W890-S,15256,20131117,20131124,20131129,70,1,70
SO70990,CA-1098,15256,20131117,20131124,20131129,9,1,9
SO70991,BK-M68S-46,17424,20131117,20131124,20131129,2320,1,2320
SO70991,TT-M928,17424,20131117,20131124,20131129,5,1,5
SO70991,TI-M823,17424,20131117,20131124,20131129,35,1,35
